"tipo_unidade";"orgao";"nome";"logradouro";"complemento";"bairro";"responsavel";"telefone";"celular";"turno_manha";"turno_tarde";"turno_noite";"turno_integral";"turno_detalhe";"servicos";"situacao";"coordenada"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Santa Maria";"R  Luiz Alves Pereira";"Lot. Vasco Pires";"Areal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.736945,-52.300933"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Santo Antônio de Paduá";"R  Emilio Ribes";"";"Fragata";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.746277,-52.399665"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça São Jerônimo";"AV  Espírito Santo";"";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.755909,-52.228833"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça São Jorge";"R Prof Oswaldo De Pinho Louzada";"Esquina com Rua 13";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.768821,-52.322808"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça São Marcos";"R  Canoas";"Rua";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.758158,-52.233387"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Thomas Flores";"AV Cel Thomas Flores";"";"Três Vendas";"";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.728742,-52.333376"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Tristão de Alencar";"R  Tristao De Alencar";"";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.763731,-52.3252"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Vôo Livre";"R Dr Albuquerque Barros";"";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.758507,-52.349503"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça XX de Setembro";"Pç  Vinte De Setembro";"Frente ao nº 800";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.76593,-52.351855"
"Saneamento";"SANEP                                             ";"Aterro Controlado e Balança do Lixo";"R  Carlos Henrique Nogueira";"1001";"Três Vendas";"Edson Plá Monterosso";"30272556";"";0;0;0;0;"";"Atividades de operação encerradas em 2012. ";"Alugado";"-31.748284645827496, -52.351864867103586"
"Saneamento";"SANEP                                             ";"Bomba de Drenagem Pluvial Anglo";"R Cel Gomes Carneiro";"";"Centro";"Jonas Silveira";"3025.3860";"";0;0;0;1;"";"Bombeamento das águas pluviais";"Próprio";"-31.78049775721599, -52.32579688033445"
"Saneamento";"SANEP                                             ";"Bomba de Drenagem Pluvial Castilhos";"AV  Bento Gonçalves";"";"Centro";"Jonas Silveira";"3025.3860";"";0;0;0;1;"";"Bombeamento das águas pluviais";"Próprio";"-31.759314250291872, -52.35448270310212"
"Saneamento";"SANEP                                             ";"Bomba de Drenagem Pluvial Doquinhas";"R  Bento Martins";"118";"Centro";"Jonas Silveira";"3025.3860";"";0;0;0;1;"";"Bombeamento das águas pluviais";"Próprio";"-31.782270131412787, -52.33895807732392"
"Saneamento";"SANEP                                             ";"Bomba de Drenagem Pluvial Farroupilha";"AV  Bento Gonçalves";"Trav. Canal São Gonçalo, 2396";"Fragata";"Jonas Silveira";"3025.3860";"";0;0;0;1;"";"Bombeamento das águas pluviais";"Próprio";"-31.753457502368818, -52.357905201805124"
"Saneamento";"SANEP                                             ";"Bomba de Drenagem Pluvial Leste";"ES  Engenho";"Estrada do Engenho";"";"Jonas Silveira";"3025.3860";"";0;0;0;1;"";"Bombeamento das águas pluviais";"Próprio";"-31.755126986965962, -52.30112820137788"
"Saneamento";"SANEP                                             ";"Bomba de Drenagem Pluvial Olvebra";"R  Anchieta";"Margem do São Gonçalo, 2701";"Fragata";"Jonas Silveira";"3025.3860";"";0;0;0;1;"";"Bombeamento das águas pluviais";"Próprio";"-31.785792706192037, -52.34576015938569"
"Saneamento";"SANEP                                             ";"Bomba de Drenagem Pluvial Pontal da Barra";"R  Nova Prata";"11390";"Laranjal";"Jonas Silveira";"3025.3860";"";0;0;0;1;"";"Bombeamento das águas pluviais";"Próprio";"-31.774155158929467, -52.240164272678385"
"Saneamento";"SANEP                                             ";"Bomba de Drenagem Pluvial Simões Lopes";"R Cel Tobias De Aguiar";"";"Centro";"Jonas Silveira";"3025.3860";"";0;0;0;1;"";"Bombeamento das águas pluviais";"Próprio";"-31.77309712747353, -52.36046134699632"
"Saneamento";"SANEP                                             ";"Booster 1";"R Com Joaquim;Dom";"87";"Centro";"Carlos Herreira";"3025.7479";"";0;0;0;1;"";"Regulagem de pressão da distribuição de água potável";"Próprio";"-31.749340680142314, -52.331195764434824"
"Saneamento";"SANEP                                             ";"Booster 2";"AV  João Gomes Nogueira";"277";"Areal";"Carlos Herreira";"3025.3772";"";0;0;0;1;"";"Regulagem de pressão da distribuição de água potável";"Cedido Estado";"-31.747326677715563, -52.29697882403184"
"Saneamento";"SANEP                                             ";"Estação de Tratamento de Água Moreira";"R Dq Estrada Da  Hidraúlica";"1,5 KM DA BR293, nº 2000";"Zona Rural";"Vinícius Gonçalves";"81262924";"";0;0;0;1;"";"Captação, tratamento, reservatório e distribuição de água potável";"Próprio";"-31.70152424598467, -52.51402049530793"
"Saneamento";"SANEP                                             ";"Estação de Tratamento de Água Santa Bárbara";"R  Joana N. Levim";"1980";"Três Vendas";"Vinícius Gonçalves";"30273218";"";0;0;0;1;"";"Captação, tratamento, reservatório e distribuição de água potável";"Próprio";"-31.72856903432017, -52.36475019921113"
"Saneamento";"SANEP                                             ";"Estação de Tratamento de Água Sinnott";"DIS  Monte Bonito - Estr";"";"Zona Rural";"Vinícius Gonçalves";"8126.2923";"";0;0;0;1;"";"Captação, tratamento, reservatório e distribuição de água potável";"Próprio";"-31.652310943146457, -52.36008315552522"
"Saneamento";"SANEP                                             ";"Estação de Tratamento de Esgoto Laranjal";"AV  Joaquim Augusto De Assumpcao";"1364";"Laranjal";"Vinícius Gonçalves";"81262924";"";0;0;0;1;"";"Coleta, tratamento e despejo de esgotos cloacais";"Próprio";"-31.772285353755755, -52.2413739489441"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos Ambrósio Perret";"Pç  Nova República - Pça";"153";"Três Vendas";"Eugênio Magalhães";"3025.3783";"";0;0;0;1;"";"Recalque de esgotos cloacais";"Próprio";"-31.774946394372215, -52.325144700897226"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos Bagé";"AV  Espírito Santo";"2843";"Laranjal";"Eugênio Magalhães";"3025.3783";"";0;0;0;1;"";"Recalque de esgotos cloacais";"Próprio";"-31.764694012645574, -52.23041980732728"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos Fátima";"AV  Arthur De Souza Costa";"316";"Centro";"Eugênio Magalhães";"3025.3783";"";0;0;0;1;"";"Recalque de esgotos cloacais";"Próprio";"-31.77277333094573, -52.32775717247773"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos Ferreira Viana";"AV  Ferreira Viana";"805";"Areal";"Eugênio Magalhães";"3025.3783";"";0;0;0;1;"";"Recalque de esgotos cloacais";"Próprio";"-31.761610778877767, -52.32660382260133"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos Humuarama";"R Dr Oswaldo B. De Araújo";"191";"Areal";"Eugênio Magalhães";"3025.3783";"";0;0;0;1;"";"Recalque de esgotos cloacais";"Próprio";"-31.760089648639312, -52.30562358368684"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos Joaquim Assumpção";"AV  Joaquim Augusto De Assumpcao";"1180";"Laranjal";"Eugênio Magalhães";"3025.3783";"";0;0;0;1;"";"Recalque de esgotos cloacais";"Próprio";"-31.769102037521087, -52.23022400606919"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos Lindóia";"R  José Rizzolo";"";"Três Vendas";"Eugênio Magalhães";"3025.5988";"";0;0;0;1;"";"Recalque de esgotos cloacais";"Próprio";"-31.71210306760757, -52.34596937168885"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos Mário Meneghetti";"AV  Arthur De Souza Costa";"600";"Centro";"Eugênio Magalhães";"3025.3783";"";0;0;0;1;"";"Recalque de esgotos cloacais.";"Próprio";"-31.770634421186514, -52.32590376604844"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos Navegantes II";"AV  Bento Gonçalves";"1315";"Areal";"Eugênio Magalhães";"3026.1144";"";0;0;0;1;"";"Recalque de esgotos cloacais";"Próprio";"-31.768107798829007, -52.31741725672532"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos Nova Prata";"AV  Joaquim Augusto De Assumpcao";"1364";"Laranjal";"Eugênio Magalhães";"3026.1144";"";0;0;0;1;"";"Recalque de Esgotos Cloacais";"Próprio";"-31.772011720560204, -52.23934083451081"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos São José do Norte";"AV  Espírito Santo";"2399";"Laranjal";"Eugênio Magalhães";"3025.3783";"";0;0;0;1;"";"Recalque de esgotos cloacais";"Próprio";"-31.759150047455485, -52.229928963077555"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos Tablada";"AV Visc Pelotas;Visc";"385";"Três Vendas";"Eugênio Magalhães";"3026.1144";"";0;0;0;1;"";"Recalque de esgotos cloacais";"Próprio";"-31.730622226727533, -52.33333616722871"
"Saneamento";"SANEP                                             ";"Estação Elevatória de Esgotos Toussaint";"R  Simon, Alfredo Ua";"945";"Três Vendas";"Eugênio Magalhães";"3026.1144";"";0;0;0;1;"";"Recalque de esgotos cloacais";"Próprio";"-31.710752258541063, -52.353168420684824"
"Saneamento";"SANEP                                             ";"Lagoa de Estabilização";"R Jorn Salvador Hitta Porres";"1084";"Fragata";"Vinícius Gonçalves";"81262924";"";0;0;0;1;"";"Coleta, tratamento e despejo de esgotos cloacais";"Próprio";"-31.752654679383664, -52.36074834336091"
"Saneamento";"SANEP                                             ";"Reservatório de Água J. das Tradições";"CR  Sete Av Eng Ildefonso Simoes Lopes";"210";"Três Vendas";"Eugênio Magalhães";"3026.1144";"";0;0;0;1;"";"Abastecimento de água e bombeamento de esgoto.";"Próprio";"-31.735962595234877, -52.322703890693674"
"Saneamento";"SANEP                                             ";"Reservatório do Guabiroba";"R Ir Fernando De Jesus; Ir";"55";"Fragata";"Carlos Herreira";"30254272";"";0;0;0;1;"";"Reserva e distribuição de água";"Próprio";"-31.748900477237395, -52.37126796711732"
"Saneamento";"SANEP                                             ";"Reservatório R01T";"Pç  Piratinino De Almeida - Pça";"54";"Centro";"Carlos Herreira";"30253932";"";0;0;0;1;"";"Em 15 de dezembro 2011 foi feita a inauguração da obra de recuperação da caixa dágua em ferro da Praça Piratinino de Almeida. Atualmente está desativado. O monumento, desde 1984, possui tombamento federal e é tido como um dos mais importantes exemplares da arquitetura em ferro no Brasil. Possui circunferência de 150 metros sustentada por 45 colunas de oito metros. Foi comprado da empresa Hanna Donald & Wilson, da cidade de Paisley, na Escócia e instalado em 1875 pela Companhia Hydraulica Pelotense.";"Próprio";"-31.76614437406724, -52.34577625263978"
"Saneamento";"SANEP                                             ";"Reservatório R03T";"R  Andrade Neves";"365";"Centro";"Carlos Herreira";"30255308";"";0;0;0;1;"";"Reserva e distribuição de água";"Próprio";"-31.779664023710744, -52.347433857810984"
"Saneamento";"SANEP                                             ";"Reservatório R04T";"R  Andrade Neves";"3630";"Centro";"Carlos Herreira";"30253979";"";0;0;0;1;"";"Reserva e distribuição de água. Está em reforma e adaptação para a implantação do projeto do Museu e Espaço Cultural do Saneamento.";"Próprio";"-31.752743628864174, -52.335554354084024"
"Saneamento";"SANEP                                             ";"Reservatório R05T";"R  Frontino Vieira";"460";"Fragata";"Carlos Herreira";"30254249";"";0;0;0;1;"";"Reserva e distribuição de água";"Próprio";"-31.752435726452145, -52.377882294548044"
"Saneamento";"SANEP                                             ";"Reservatório  R07 e R07T";"R Pres Epitácio Pessoa";"S/N";"Fragata";"Carlos Herreira";"3025.3772";"";0;0;0;1;"";"Reserva e distribuição de água";"Próprio";"-31.746660655949796, -52.39400237072755"
"Saneamento";"SANEP                                             ";"Reservatório R08 e R08T";"R Prof Mario Peiruque";"s/nº";"Areal";"Carlos Herreira";"3025-4262";"";0;0;0;1;"";"Reserva e distribuição de água.";"Próprio";"-31.7467153976454, -52.31711416710664"
"Saneamento";"SANEP                                             ";"Reservatório R10T";"R Marq Olinda";"S/N";"Três Vendas";"Carlos Herreira";"3025.3772";"";0;0;0;1;"";"Reserva e distribuição de água";"Próprio";"-31.718163212036945, -52.349150471580515"
"Saneamento";"SANEP                                             ";"Reservatório  R11T";"Pç  Catuípe - Pça";"5";"Laranjal";"Carlos Herreira";"3025.3772";"";0;0;0;1;"";"Reserva e distribuição de água";"Próprio";"-31.735661480552274, -52.21725552548219"
"Saneamento";"SANEP                                             ";"Reservatório R12 e R12T";"R  Cidade Do Porto";"1423";"Laranjal";"Carlos Herreira";"3025.3772";"";0;0;0;1;"";"Reserva e distribuição de água";"Próprio";"-31.761129584459333, -52.27320640553285"
"Saneamento";"SANEP                                             ";"Reservatório R13T - Colônia Z3";"R Dq Estrada Da  Hidraúlica";"Estrada Galatéia, 4035";"Zona Rural";"Carlos Herreira";"3025.3772";"";0;0;0;1;"";"Reserva e distribuição de água";"Próprio";"-31.692975421194642, -52.16094522942353"
"Saneamento";"SANEP                                             ";"Reservatório R15 e R15T";"AV  José Maria Da Fontoura";"1345";"Laranjal";"Carlos Herreira";"30254048";"";0;0;0;1;"";"Reserva e distribuição de água";"Próprio";"-31.753010476792884, -52.24187283982087"
"Saneamento";"SANEP                                             ";"Sub Estação de Esgotos CG2";"R Jorn Salvador Hitta Porres";"1300";"Fragata";"Jonas Silveira";"3026.1144";"";0;0;0;1;"";"Coleta esgotos cloacais";"Próprio";"-31.74933839930364, -52.36117481459428"
"Saneamento";"SANEP                                             ";"Sub Estação de Esgotos CG5";"AV  Ferreira Viana";"3695";"Centro";"Eugênio Magalhães";"3025.3783";"";0;0;0;1;"";"Coleta esgotos cloacais";"Próprio";"-31.752205369163114, -52.29664354790498"
"Saneamento";"SANEP                                             ";"Sub Estação de Esgotos Guabiroba";"R Dr Arnaldo Da Silva Ferreira;Dr.";"610";"Fragata";"Eugênio Magalhães";"3025.3783";"";0;0;0;1;"";"Coleta esgotos cloacais";"Próprio";"-31.74806340169132, -52.367231242549906"
"Saneamento";"SANEP                                             ";"Sub Estação de Esgotos Pestano";"R  Leopoldo Brod";"2345";"Três Vendas";"Eugênio Magalhães";"3025.3783";"";0;0;0;1;"";"Coleta de esgotos cloacais";"Próprio";"-31.70344568333077, -52.33356147278596"
"Saneamento";"SANEP                                             ";"Usina de Esgotos da Saldanha Marinho";"AV  Saldanha Marinho";"03";"Centro";"Eugênio Magalhães";"3025.3783";"";0;0;0;1;"";"Recalque de esgotos cloacais";"Próprio";"-31.77073931556876, -52.34946697224427"
"Saneamento";"SANEP                                             ";"Usina de Esgotos e RALF";"R Cel Gomes Carneiro";"80";"Centro";"Vinícius Gonçalves";"30256338";"";0;0;0;1;"";"Coleta, tratamento e desejo de esgotos cloacais";"Próprio";"-31.780427851161626, -52.32729583252717"
"Saneamento";"SANEP                                             ";"Usina de Recalque do Arroio Quilombo";"DIS  Silvana;Sta - Col";"";"Zona Rural";"Vinícius Gonçalves";"81262924";"";0;0;0;1;"";"Captação e elevação de água bruta.";"Próprio";"-31.52147699540481, -52.484226517570505"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Abrigo Institucional Carinho";"R  Gago Coutinho";"272";"Areal";"Juliana Andrade Quadros";"53 32292247";"";0;0;0;1;"";"Acolhimento provisório para crianças de ambos os sexos, de 0 a 7 anos, em espaço físico semelhante a uma residência, que estão sob medida de proteção e em situação de risco social, cujas famílias ou responsáveis encontram-se temporariamente impossibilitados de cumprir sua função de cuidado e proteção. O objetivo é assegurar a efetivação dos direitos referentes à vida, saúde, alimentação, esporte, lazer e a cultura.";"Alugado";"-31.7719116, -52.3415445"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Abrigo Institucional de Acolhida Luciety";"R Mal Deodoro; Mal";"404";"Centro";"Claudia Renata Rodrigues";"53 33093633";"91066161";0;0;0;1;"";"Acolhimento provisório para mulheres, acompanhadas de seus filhos de até 12 anos, em situação de risco de morte ou ameaças em razão de violência doméstica e familiar. Serviço mantido com sigilo quanto à identidade das usuárias. Articulação com a rede de serviços socioassistenciais, das demais políticas públicas e do Sistema de Justiça.";"Próprio";"-31.773060643414375, -52.34659700859834"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Abrigo Institucional de Irmãos Aquarela";"R Marq Marica De";"123";"Areal";"Juliano Nunes";"53 3227-7156";"53 91574908 ";0;0;0;1;"";"Abrigo de Irmãos, misto de 8 aos 14 anos.";"Alugado";"-31.7615027, -52.36711059999999"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Abrigo Institucional do Idoso";"R  Gago Coutinho";"292";"Centro";"Mirian Cristina Alves Pereira";"53 32291940";"53 84421891";0;0;0;1;"";"Acolhimento para pessoas idosas com 60 anos ou mais, de ambos os sexos, com diversos graus de dependência, em espaço físico semelhante a uma residência. Serviço previsto para idosos em situação de rua e de abandono, com vínculos familiares fragilizados ou rompidos que não dispõem de condições para permanecer com a família, por vivência de situações de violência e negligência. 
Atendimentos na área de enfermagem, encaminhamentos a exames, consultas, hospitalizações, oficinas terapêuticas e ocupacionais.";"Alugado";"-31.7536206615112, -52.327792723278776"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Abrigo Institucional Meninas I";"R  Giuseppe Garibaldi";"241";"Centro";"Adriana Silveira";"53 32273176";"53 84118468";0;0;0;1;"";"Acolhimento provisório para meninas com idade de 7 a 12 anos incompletos, em espaço físico semelhante a uma residência, que estão sob medida de proteção e em situação de risco social, cujas famílias ou responsáveis encontram-se temporariamente impossibilitados de cumprir sua função de cuidado e proteção.  O serviço tem responsabilidades referentes à educação, à saúde e ao bem estar.";"Alugado";"-31.76173920000001, -52.33346318360594"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Abrigo Institucional Meninas II";"R Sta Cruz";"2093";"Centro";"Cintia Alvariza Jacondino";"53 32279313";"53 84783677";0;0;0;1;"";"Acolhimento provisório para meninas com idade de 12 a 18 anos, em espaço físico semelhante a uma residência, que estão sob medida de proteção e em situação de risco social, cujas famílias ou responsáveis encontram-se temporariamente impossibilitados de cumprir sua função de cuidado e proteção. Atendimento psicológico às usuárias e suas famílias, acompanhamento pedagógico e social, busca da história de vida, busca de padrinhos, encaminhamento a cursos profissionalizantes.";"Alugado";"-31.7716814, -52.33512200000001"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Abrigo Institucional Meninos I";"AV  Republica Do Libano";"300";"Três Vendas";"Taís Furtado Mendes";"53 3271-3218";"";0;0;0;1;"";"Acolhimento provisório para meninos com idade de 7 a 11 anos incompletos, em espaço físico semelhante a uma residência, que estão sob medida de proteção e em situação de risco social, cujas famílias ou responsáveis encontram-se temporariamente impossibilitados de cumprir sua função de cuidado e proteção.  O serviço tem responsabilidades referentes à educação, saúde e ao bem estar.";"Alugado";"-31.7514101, -52.3401935"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Abrigo Institucional Meninos II";"R Con Siqueira Canabarro";"1012";"Fragata";"Reni Camargo da Rosa";"53 3223-2569";"53 91439537";0;0;0;1;"";"Acolhimento provisório para meninos com 12 a 15 anos incompletos, em espaço físico semelhante a uma residência, que estão sob medida de proteção e em situação de risco social, cujas famílias ou responsáveis encontram-se temporariamente impossibilitados de cumprir sua função de cuidado e proteção. São realizados serviços na área pedagógica, assistência social e psicológica, além de atividades extra classe.";"Alugado";"-31.750813, -52.37610699999999"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Abrigo Residência Inclusiva I";"R Gen Osório";"1120";"Centro";"Vera Regina Silveira Bueno";"53 3279-4231";"";0;0;0;1;"";"Acolhimento provisório em espaço físico semelhante a uma residência para pessoas adultas, com idade entre 18 e 76 anos, com deficiência mental, de ambos os sexos, que se encontram em situação de vulnerabilidade social e com seus direitos violados. O serviço trabalha a reinserção social e o resgate da cidadania.";"Alugado";"-31.771482064913037, -52.3211006253174"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Casa de Passagem";"R  Três De Maio";"1074";"Centro";"Nilson Vergara Nunes";"53 39216079 ";" 53 84067173";0;0;0;1;"";"Acolhimento provisório, de até 48 horas, para pessoas adultas em situação de rua e desabrigados por abandono, migração, ausência de residência ou pessoas em trânsito e sem condições de auto-sustento, de ambos os sexos, em espaço físico semelhante a uma residência, promovendo a reinserção familiar e/ou abrigamento institucional. Encaminhamento à hospitais, abrigos e retornos para o meio familiar. ";"Próprio";"-31.7738173, -52.345389599999976"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Casa de Triagem";"R Gen Telles";"913-A";"Centro";"Janeth Teresinha Tarcha Dias";"53 32275701";"53 81197433";0;0;0;1;"";"Acolhimento provisório, de até 24 horas,  de crianças e adolescentes, de 7 a 18 anos, de ambos os sexos, viabilizando a reintegração familiar e/ou acolhimento institucional, conforme Guia de Acolhimento expedida pelo Ministério Público através do Juizado da Infância e Juventude.";"Próprio";"-31.7738034, -52.345434100000034"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"CENTRO POP";"R  Santos Dumont";"504";"Centro";"Eva Solange Xavier da Rocha";"3222-1587";"84086900";1;1;0;0;"";"Serviço especializado para Pessoas em situação de rua, durante o dia. No local os usuários dispõem: higiene pessoal, lanches, guarda volumes, orientações para recebimento de beneficios sociais e encaminhamentos para atendimento na área de Saúde e Assistencial.";"Alugado";"-31.76640206168993, -52.33676939476777"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"CRAS Areal";"AV  Domingos José De Almeida";"813";"Areal";"Daniela Fossati";"32741030";"81262986";1;1;0;0;"";"O Centro de Referência de Assistência Social é o espaço físico onde são desenvolvidos os Serviços da Proteção Social Básica para famílias em situação de vulnerabilidade social decorrente da pobreza, do precário acesso aos serviços públicos, da fragilização de vínculos de pertencimento e sociabilidade, e/ou qualquer outra situação de vulnerabilidade e risco social dos residentes nos territórios de abrangência dos CRAS. O Serviço de Proteção Social Básica tem caráter preventivo, protetivo e proativo. 
No CRAS o atendimento às famílias e feito através do Serviço de Proteção e Atendimento Integral à Família  PAIF e o Serviço de Convivência e Fortalecimento de Vínculos e também parceria com a Rede Socioassistencial da área de abrangência.
";"Alugado";"-31.7407187, -52.32418089999999"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"CRAS Centro";"R  Benjamin Constant";"1580";"Centro";"JOSANA INES PIRES";"32289115";"";1;1;0;0;"";"O Centro de Referência de Assistência é o espaço físico onde são desenvolvidos os Serviços da Proteção Social Básica para famílias em situação de vulnerabilidade social decorrente da pobreza, do precário acesso aos serviços públicos, da fragilização de vínculos de pertencimento e sociabilidade, e/ou qualquer outra situação de vulnerabilidade e risco social dos residentes nos territórios de abrangência dos CRAS. O Serviço de Proteção Social Básica tem caráter preventivo, protetivo e proativo. 
No CRAS o atendimento às famílias e feito através do Serviço de Proteção e Atendimento Integral à Família  PAIF e o Serviço de Convivência e Fortalecimento de Vínculos e também parceria com a Rede Socioassistencial da área de abrangência.
";"Outros";"-31.76738719713581, -52.336941056144724"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"CRAS Fragata";"R Pres Prudente De Moraes Barros";"174";"Fragata";"MARIA ANGELA PETER DA FONSECA";"32276551";"";1;1;0;0;"";"O Centro de Referência de Assistência é o espaço físico onde são desenvolvidos os Serviços da Proteção Social Básica para famílias em situação de vulnerabilidade social decorrente da pobreza, do precário acesso aos serviços públicos, da fragilização de vínculos de pertencimento e sociabilidade, e/ou qualquer outra situação de vulnerabilidade e risco social dos residentes nos territórios de abrangência dos CRAS. O Serviço de Proteção Social Básica tem caráter preventivo, protetivo e proativo. 
No CRAS o atendimento às famílias e feito através do Serviço de Proteção e Atendimento Integral à Família  PAIF e o Serviço de Convivência e Fortalecimento de Vínculos e também parceria com a Rede Socioassistencial da área de abrangência.
";"Outros";"-31.7571197, -52.38186569999999"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"CRAS São Gonçalo";"R Dona Darcy Vargas; Dom";"212";"Três Vendas";"Heloisa Helena Moreira Rodrigues";"53 32793154";"53 81441977";1;1;0;0;"";"O Centro de Referência de Assistência Social é o espaço físico onde são desenvolvidos os Serviços da Proteção Social Básica para famílias em situação de vulnerabilidade social decorrente da pobreza, do precário acesso aos serviços públicos, da fragilização de vínculos de pertencimento e sociabilidade, e/ou qualquer outra situação de vulnerabilidade e risco social dos residentes nos territórios de abrangência dos CRAS. O Serviço de Proteção Social Básica tem caráter preventivo, protetivo e proativo. 
No CRAS o atendimento às famílias e feito através do Serviço de Proteção e Atendimento Integral à Família  PAIF e o Serviço de Convivência e Fortalecimento de Vínculos e também parceria com a Rede Socioassistencial da área de abrangência.
";"Próprio";"-31.771555034262093, -52.32084313325197"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"CRAS Três Vendas";"AV  Fernando Osorio";"4065";"Três Vendas";"Josiane Ieque";"3281-1292";"";1;1;0;0;"";"O Centro de Referência de Assistência Social é o espaço físico onde são desenvolvidos os Serviços da Proteção Social Básica para famílias em situação de vulnerabilidade social decorrente da pobreza, do precário acesso aos serviços públicos, da fragilização de vínculos de pertencimento e sociabilidade, e/ou qualquer outra situação de vulnerabilidade e risco social dos residentes nos territórios de abrangência dos CRAS. O Serviço de Proteção Social Básica tem caráter preventivo, protetivo e proativo. 
No CRAS o atendimento às famílias e feito através do Serviço de Proteção e Atendimento Integral à Família  PAIF e o Serviço de Convivência e Fortalecimento de Vínculos e também parceria com a Rede Socioassistencial da área de abrangência.
";"Próprio";"-31.703761066495026, -52.32106466398773"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"CREAS 1";"R  Otacilio Camará";"404";"Areal";"Ursula Coswig Buss";"32794713";"";1;1;0;0;"";"O centro de Referência de Assistência Social presta serviço de Proteção e Atendimento Especializado às famílias e Indivíduos - PAEFI; Serviço de Proteção Social à adolescentes em cumprimento de medidas Sócio Educativas de Liberdade Assistida e Prestação de Serviço à Comunidade.";"Alugado";"-31.763319875359105, -52.3233672650818"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Guarda Municipal";"R Gen Manoel Lucas De Lima;Gen";"215";"Três Vendas";"Ladislau Antonio Lopes Neto";"153/32837781";"91183384";0;0;0;1;"";"Proteção e segurança ao patrimônio público municipal, apoio a autoridades, remoção de fontes de perigo, patrulhamento, desordem assistencial, ações de prevenção à violência escolar em alusão à cultura da paz, providências urgentes em acidente de trânsito, isolamento em local de crime, atendimento a disparo de alarme, ações assistenciais, além de apoio e segurança em diversos eventos e serviços organizados pelo município.";"Cedido Estado";"-31.729846,-52.335005"
"Saúde e Assistência Social";"S. M. de Justiça Social e Segurança               ";"Restaurante Popular";"R  Três De Maio";"1068";"Centro";"Clesis Niara Crochemore";"3309-3600";"";1;1;0;0;"";"Foi implantado pela Prefeitura com a finalidade de garantir para a segurança alimentar da população em situação de vulnerabilidade social.";"Próprio";"-31.773366115746896, -52.346500693315136"
